facility_id,facility_name,crowd_level,conditions,n_conditions,risk_score,risk_level,risk_icon,p_emergency,p_sev_경증,p_sev_중등증,p_sev_중증,staff,equipment,actions,escalation,fac_note
F04,체험텃밭,보통,강풍|우천|폭염|피크타임,4,0.1872,위험,🔴,0.0969,0.081,0.0047,0.9143,대응팀장 1명 + 응급처치 요원 2명 이상,"AED, 들것, 응급의약품, 무전기, 안전펜스","응급 대응팀 즉시 현장 파견 | 응급 장비 준비 (AED, 들것, 응급의약품 키트) | 방문객 안전구역 유도 및 해당 시설 일시 폐쇄 검토 | 119 사전 연락 및 대기 지시 | 관리자·시설장 즉시 보고 | [폭염] 그늘·음용수 추가 배치, 열사병 집중 모니터링, 피크타임 야외 자제 권고 | [우천] 미끄러짐 주의 안내, 낙뢰 위험 시설 대피, 우천 장비 점검 | [강풍] 낙하물 위험 구역 통제, 야외 구조물·천막 긴급 점검",P(중증) > 0.30 → 119 즉시 출동 요청 / 의식 불명 → 헬기 이송 검토,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,보통,야간|우천|폭염|피크타임,4,0.0468,관찰,🔵,0.028,0.4119,0.0049,0.5832,순찰 요원 1명,"구급함, 무전기","일반 안전 순찰 60분 간격 유지 | 기상특보·예보 확인 | 방문객 밀도 추이 모니터링 | 비상 연락망 점검 | [폭염] 그늘·음용수 추가 배치, 열사병 집중 모니터링, 피크타임 야외 자제 권고 | [우천] 미끄러짐 주의 안내, 낙뢰 위험 시설 대피, 우천 장비 점검 | [야간] 조명 확보 및 시야 불량 구역 안전선 설치, 야간 순찰 강화",기상특보 발령 또는 밀도 > 0.6 시 주의 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,보통,강풍|야간|폭염|한파,4,0.0342,관찰,🔵,0.028,0.9662,0.0111,0.0227,순찰 요원 1명,"구급함, 무전기","일반 안전 순찰 60분 간격 유지 | 기상특보·예보 확인 | 방문객 밀도 추이 모니터링 | 비상 연락망 점검 | [폭염] 그늘·음용수 추가 배치, 열사병 집중 모니터링, 피크타임 야외 자제 권고 | [한파] 저체온증 위험 모니터링, 실내 대피 공간 운영, 동상 응급처치 키트 배치 | [강풍] 낙하물 위험 구역 통제, 야외 구조물·천막 긴급 점검 | [야간] 조명 확보 및 시야 불량 구역 안전선 설치, 야간 순찰 강화",기상특보 발령 또는 밀도 > 0.6 시 주의 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,보통,강풍|폭염|피크타임|한파,4,0.1309,주의,🟡,0.0969,0.789,0.0337,0.1773,예방 모니터 1명 + 대기 요원 1명,"구급함, 무전기, 음용수, 그늘막","예방 순찰 30분 간격 강화 | 응급 대응 장비 위치·작동 상태 점검 | 고위험 방문객 (노약자·어린이·임산부) 적극 모니터링 | 기상 변화·밀도 실시간 확인 | 대기 인력 현장 근접 배치 | [폭염] 그늘·음용수 추가 배치, 열사병 집중 모니터링, 피크타임 야외 자제 권고 | [한파] 저체온증 위험 모니터링, 실내 대피 공간 운영, 동상 응급처치 키트 배치 | [강풍] 낙하물 위험 구역 통제, 야외 구조물·천막 긴급 점검",이상 징후(쓰러짐·발열·외상) 발견 즉시 위험 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,보통,야간|폭염|피크타임|한파,4,0.0342,관찰,🔵,0.028,0.9662,0.0111,0.0227,순찰 요원 1명,"구급함, 무전기","일반 안전 순찰 60분 간격 유지 | 기상특보·예보 확인 | 방문객 밀도 추이 모니터링 | 비상 연락망 점검 | [폭염] 그늘·음용수 추가 배치, 열사병 집중 모니터링, 피크타임 야외 자제 권고 | [한파] 저체온증 위험 모니터링, 실내 대피 공간 운영, 동상 응급처치 키트 배치 | [야간] 조명 확보 및 시야 불량 구역 안전선 설치, 야간 순찰 강화",기상특보 발령 또는 밀도 > 0.6 시 주의 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,보통,강풍|야간|폭염|피크타임,4,0.0342,관찰,🔵,0.028,0.9662,0.0111,0.0227,순찰 요원 1명,"구급함, 무전기","일반 안전 순찰 60분 간격 유지 | 기상특보·예보 확인 | 방문객 밀도 추이 모니터링 | 비상 연락망 점검 | [폭염] 그늘·음용수 추가 배치, 열사병 집중 모니터링, 피크타임 야외 자제 권고 | [강풍] 낙하물 위험 구역 통제, 야외 구조물·천막 긴급 점검 | [야간] 조명 확보 및 시야 불량 구역 안전선 설치, 야간 순찰 강화",기상특보 발령 또는 밀도 > 0.6 시 주의 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,보통,강풍|야간|우천|한파,4,0.0906,주의,🟡,0.0606,0.5439,0.1383,0.3178,예방 모니터 1명 + 대기 요원 1명,"구급함, 무전기, 음용수, 그늘막","예방 순찰 30분 간격 강화 | 응급 대응 장비 위치·작동 상태 점검 | 고위험 방문객 (노약자·어린이·임산부) 적극 모니터링 | 기상 변화·밀도 실시간 확인 | 대기 인력 현장 근접 배치 | [우천] 미끄러짐 주의 안내, 낙뢰 위험 시설 대피, 우천 장비 점검 | [한파] 저체온증 위험 모니터링, 실내 대피 공간 운영, 동상 응급처치 키트 배치 | [강풍] 낙하물 위험 구역 통제, 야외 구조물·천막 긴급 점검 | [야간] 조명 확보 및 시야 불량 구역 안전선 설치, 야간 순찰 강화",이상 징후(쓰러짐·발열·외상) 발견 즉시 위험 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,보통,강풍|우천|피크타임|한파,4,0.1037,주의,🟡,0.0606,0.342,0.0299,0.6281,예방 모니터 1명 + 대기 요원 1명,"구급함, 무전기, 음용수, 그늘막","예방 순찰 30분 간격 강화 | 응급 대응 장비 위치·작동 상태 점검 | 고위험 방문객 (노약자·어린이·임산부) 적극 모니터링 | 기상 변화·밀도 실시간 확인 | 대기 인력 현장 근접 배치 | [우천] 미끄러짐 주의 안내, 낙뢰 위험 시설 대피, 우천 장비 점검 | [한파] 저체온증 위험 모니터링, 실내 대피 공간 운영, 동상 응급처치 키트 배치 | [강풍] 낙하물 위험 구역 통제, 야외 구조물·천막 긴급 점검",이상 징후(쓰러짐·발열·외상) 발견 즉시 위험 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,보통,야간|우천|피크타임|한파,4,0.0906,주의,🟡,0.0606,0.5439,0.1383,0.3178,예방 모니터 1명 + 대기 요원 1명,"구급함, 무전기, 음용수, 그늘막","예방 순찰 30분 간격 강화 | 응급 대응 장비 위치·작동 상태 점검 | 고위험 방문객 (노약자·어린이·임산부) 적극 모니터링 | 기상 변화·밀도 실시간 확인 | 대기 인력 현장 근접 배치 | [우천] 미끄러짐 주의 안내, 낙뢰 위험 시설 대피, 우천 장비 점검 | [한파] 저체온증 위험 모니터링, 실내 대피 공간 운영, 동상 응급처치 키트 배치 | [야간] 조명 확보 및 시야 불량 구역 안전선 설치, 야간 순찰 강화",이상 징후(쓰러짐·발열·외상) 발견 즉시 위험 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,보통,강풍|야간|우천|피크타임,4,0.0786,주의,🟡,0.0606,0.7742,0.1662,0.0595,예방 모니터 1명 + 대기 요원 1명,"구급함, 무전기, 음용수, 그늘막","예방 순찰 30분 간격 강화 | 응급 대응 장비 위치·작동 상태 점검 | 고위험 방문객 (노약자·어린이·임산부) 적극 모니터링 | 기상 변화·밀도 실시간 확인 | 대기 인력 현장 근접 배치 | [우천] 미끄러짐 주의 안내, 낙뢰 위험 시설 대피, 우천 장비 점검 | [강풍] 낙하물 위험 구역 통제, 야외 구조물·천막 긴급 점검 | [야간] 조명 확보 및 시야 불량 구역 안전선 설치, 야간 순찰 강화",이상 징후(쓰러짐·발열·외상) 발견 즉시 위험 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,보통,강풍|야간|피크타임|한파,4,0.044,관찰,🔵,0.0336,0.6411,0.3537,0.0052,순찰 요원 1명,"구급함, 무전기","일반 안전 순찰 60분 간격 유지 | 기상특보·예보 확인 | 방문객 밀도 추이 모니터링 | 비상 연락망 점검 | [한파] 저체온증 위험 모니터링, 실내 대피 공간 운영, 동상 응급처치 키트 배치 | [강풍] 낙하물 위험 구역 통제, 야외 구조물·천막 긴급 점검 | [야간] 조명 확보 및 시야 불량 구역 안전선 설치, 야간 순찰 강화",기상특보 발령 또는 밀도 > 0.6 시 주의 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,보통,강풍|야간|우천|폭염|한파,5,0.0468,관찰,🔵,0.028,0.4119,0.0049,0.5832,순찰 요원 1명,"구급함, 무전기","일반 안전 순찰 60분 간격 유지 | 기상특보·예보 확인 | 방문객 밀도 추이 모니터링 | 비상 연락망 점검 | [폭염] 그늘·음용수 추가 배치, 열사병 집중 모니터링, 피크타임 야외 자제 권고 | [우천] 미끄러짐 주의 안내, 낙뢰 위험 시설 대피, 우천 장비 점검 | [한파] 저체온증 위험 모니터링, 실내 대피 공간 운영, 동상 응급처치 키트 배치 | [강풍] 낙하물 위험 구역 통제, 야외 구조물·천막 긴급 점검 | [야간] 조명 확보 및 시야 불량 구역 안전선 설치, 야간 순찰 강화",기상특보 발령 또는 밀도 > 0.6 시 주의 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,보통,강풍|우천|폭염|피크타임|한파,5,0.1872,위험,🔴,0.0969,0.081,0.0047,0.9143,대응팀장 1명 + 응급처치 요원 2명 이상,"AED, 들것, 응급의약품, 무전기, 안전펜스","응급 대응팀 즉시 현장 파견 | 응급 장비 준비 (AED, 들것, 응급의약품 키트) | 방문객 안전구역 유도 및 해당 시설 일시 폐쇄 검토 | 119 사전 연락 및 대기 지시 | 관리자·시설장 즉시 보고 | [폭염] 그늘·음용수 추가 배치, 열사병 집중 모니터링, 피크타임 야외 자제 권고 | [우천] 미끄러짐 주의 안내, 낙뢰 위험 시설 대피, 우천 장비 점검 | [한파] 저체온증 위험 모니터링, 실내 대피 공간 운영, 동상 응급처치 키트 배치 | [강풍] 낙하물 위험 구역 통제, 야외 구조물·천막 긴급 점검",P(중증) > 0.30 → 119 즉시 출동 요청 / 의식 불명 → 헬기 이송 검토,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,보통,야간|우천|폭염|피크타임|한파,5,0.0468,관찰,🔵,0.028,0.4119,0.0049,0.5832,순찰 요원 1명,"구급함, 무전기","일반 안전 순찰 60분 간격 유지 | 기상특보·예보 확인 | 방문객 밀도 추이 모니터링 | 비상 연락망 점검 | [폭염] 그늘·음용수 추가 배치, 열사병 집중 모니터링, 피크타임 야외 자제 권고 | [우천] 미끄러짐 주의 안내, 낙뢰 위험 시설 대피, 우천 장비 점검 | [한파] 저체온증 위험 모니터링, 실내 대피 공간 운영, 동상 응급처치 키트 배치 | [야간] 조명 확보 및 시야 불량 구역 안전선 설치, 야간 순찰 강화",기상특보 발령 또는 밀도 > 0.6 시 주의 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,보통,강풍|야간|우천|폭염|피크타임,5,0.0468,관찰,🔵,0.028,0.4119,0.0049,0.5832,순찰 요원 1명,"구급함, 무전기","일반 안전 순찰 60분 간격 유지 | 기상특보·예보 확인 | 방문객 밀도 추이 모니터링 | 비상 연락망 점검 | [폭염] 그늘·음용수 추가 배치, 열사병 집중 모니터링, 피크타임 야외 자제 권고 | [우천] 미끄러짐 주의 안내, 낙뢰 위험 시설 대피, 우천 장비 점검 | [강풍] 낙하물 위험 구역 통제, 야외 구조물·천막 긴급 점검 | [야간] 조명 확보 및 시야 불량 구역 안전선 설치, 야간 순찰 강화",기상특보 발령 또는 밀도 > 0.6 시 주의 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,보통,강풍|야간|폭염|피크타임|한파,5,0.0342,관찰,🔵,0.028,0.9662,0.0111,0.0227,순찰 요원 1명,"구급함, 무전기","일반 안전 순찰 60분 간격 유지 | 기상특보·예보 확인 | 방문객 밀도 추이 모니터링 | 비상 연락망 점검 | [폭염] 그늘·음용수 추가 배치, 열사병 집중 모니터링, 피크타임 야외 자제 권고 | [한파] 저체온증 위험 모니터링, 실내 대피 공간 운영, 동상 응급처치 키트 배치 | [강풍] 낙하물 위험 구역 통제, 야외 구조물·천막 긴급 점검 | [야간] 조명 확보 및 시야 불량 구역 안전선 설치, 야간 순찰 강화",기상특보 발령 또는 밀도 > 0.6 시 주의 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,보통,강풍|야간|우천|피크타임|한파,5,0.0906,주의,🟡,0.0606,0.5439,0.1383,0.3178,예방 모니터 1명 + 대기 요원 1명,"구급함, 무전기, 음용수, 그늘막","예방 순찰 30분 간격 강화 | 응급 대응 장비 위치·작동 상태 점검 | 고위험 방문객 (노약자·어린이·임산부) 적극 모니터링 | 기상 변화·밀도 실시간 확인 | 대기 인력 현장 근접 배치 | [우천] 미끄러짐 주의 안내, 낙뢰 위험 시설 대피, 우천 장비 점검 | [한파] 저체온증 위험 모니터링, 실내 대피 공간 운영, 동상 응급처치 키트 배치 | [강풍] 낙하물 위험 구역 통제, 야외 구조물·천막 긴급 점검 | [야간] 조명 확보 및 시야 불량 구역 안전선 설치, 야간 순찰 강화",이상 징후(쓰러짐·발열·외상) 발견 즉시 위험 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,보통,강풍|야간|우천|폭염|피크타임|한파,6,0.0468,관찰,🔵,0.028,0.4119,0.0049,0.5832,순찰 요원 1명,"구급함, 무전기","일반 안전 순찰 60분 간격 유지 | 기상특보·예보 확인 | 방문객 밀도 추이 모니터링 | 비상 연락망 점검 | [폭염] 그늘·음용수 추가 배치, 열사병 집중 모니터링, 피크타임 야외 자제 권고 | [우천] 미끄러짐 주의 안내, 낙뢰 위험 시설 대피, 우천 장비 점검 | [한파] 저체온증 위험 모니터링, 실내 대피 공간 운영, 동상 응급처치 키트 배치 | [강풍] 낙하물 위험 구역 통제, 야외 구조물·천막 긴급 점검 | [야간] 조명 확보 및 시야 불량 구역 안전선 설치, 야간 순찰 강화",기상특보 발령 또는 밀도 > 0.6 시 주의 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,없음,0,0.0754,주의,🟡,0.0606,0.8744,0.1142,0.0114,예방 모니터 1명 + 대기 요원 1명,"구급함, 무전기, 음용수, 그늘막",예방 순찰 30분 간격 강화 | 응급 대응 장비 위치·작동 상태 점검 | 고위험 방문객 (노약자·어린이·임산부) 적극 모니터링 | 기상 변화·밀도 실시간 확인 | 대기 인력 현장 근접 배치,이상 징후(쓰러짐·발열·외상) 발견 즉시 위험 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,폭염,1,0.0351,관찰,🔵,0.028,0.8973,0.0586,0.0441,순찰 요원 1명,"구급함, 무전기","일반 안전 순찰 60분 간격 유지 | 기상특보·예보 확인 | 방문객 밀도 추이 모니터링 | 비상 연락망 점검 | [폭염] 그늘·음용수 추가 배치, 열사병 집중 모니터링, 피크타임 야외 자제 권고",기상특보 발령 또는 밀도 > 0.6 시 주의 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,우천,1,0.0798,주의,🟡,0.0606,0.7841,0.1124,0.1035,예방 모니터 1명 + 대기 요원 1명,"구급함, 무전기, 음용수, 그늘막","예방 순찰 30분 간격 강화 | 응급 대응 장비 위치·작동 상태 점검 | 고위험 방문객 (노약자·어린이·임산부) 적극 모니터링 | 기상 변화·밀도 실시간 확인 | 대기 인력 현장 근접 배치 | [우천] 미끄러짐 주의 안내, 낙뢰 위험 시설 대피, 우천 장비 점검",이상 징후(쓰러짐·발열·외상) 발견 즉시 위험 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,한파,1,0.0429,관찰,🔵,0.0336,0.8362,0.1058,0.058,순찰 요원 1명,"구급함, 무전기","일반 안전 순찰 60분 간격 유지 | 기상특보·예보 확인 | 방문객 밀도 추이 모니터링 | 비상 연락망 점검 | [한파] 저체온증 위험 모니터링, 실내 대피 공간 운영, 동상 응급처치 키트 배치",기상특보 발령 또는 밀도 > 0.6 시 주의 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,강풍,1,0.0754,주의,🟡,0.0606,0.876,0.1118,0.0122,예방 모니터 1명 + 대기 요원 1명,"구급함, 무전기, 음용수, 그늘막","예방 순찰 30분 간격 강화 | 응급 대응 장비 위치·작동 상태 점검 | 고위험 방문객 (노약자·어린이·임산부) 적극 모니터링 | 기상 변화·밀도 실시간 확인 | 대기 인력 현장 근접 배치 | [강풍] 낙하물 위험 구역 통제, 야외 구조물·천막 긴급 점검",이상 징후(쓰러짐·발열·외상) 발견 즉시 위험 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,야간,1,0.085,주의,🟡,0.0606,0.3717,0.6004,0.0278,예방 모니터 1명 + 대기 요원 1명,"구급함, 무전기, 음용수, 그늘막","예방 순찰 30분 간격 강화 | 응급 대응 장비 위치·작동 상태 점검 | 고위험 방문객 (노약자·어린이·임산부) 적극 모니터링 | 기상 변화·밀도 실시간 확인 | 대기 인력 현장 근접 배치 | [야간] 조명 확보 및 시야 불량 구역 안전선 설치, 야간 순찰 강화",이상 징후(쓰러짐·발열·외상) 발견 즉시 위험 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,피크타임,1,0.0741,주의,🟡,0.0606,0.9495,0.036,0.0146,예방 모니터 1명 + 대기 요원 1명,"구급함, 무전기, 음용수, 그늘막",예방 순찰 30분 간격 강화 | 응급 대응 장비 위치·작동 상태 점검 | 고위험 방문객 (노약자·어린이·임산부) 적극 모니터링 | 기상 변화·밀도 실시간 확인 | 대기 인력 현장 근접 배치,이상 징후(쓰러짐·발열·외상) 발견 즉시 위험 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,우천|폭염,2,0.0384,관찰,🔵,0.028,0.7552,0.0513,0.1935,순찰 요원 1명,"구급함, 무전기","일반 안전 순찰 60분 간격 유지 | 기상특보·예보 확인 | 방문객 밀도 추이 모니터링 | 비상 연락망 점검 | [폭염] 그늘·음용수 추가 배치, 열사병 집중 모니터링, 피크타임 야외 자제 권고 | [우천] 미끄러짐 주의 안내, 낙뢰 위험 시설 대피, 우천 장비 점검",기상특보 발령 또는 밀도 > 0.6 시 주의 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,폭염|한파,2,0.0351,관찰,🔵,0.028,0.8973,0.0586,0.0441,순찰 요원 1명,"구급함, 무전기","일반 안전 순찰 60분 간격 유지 | 기상특보·예보 확인 | 방문객 밀도 추이 모니터링 | 비상 연락망 점검 | [폭염] 그늘·음용수 추가 배치, 열사병 집중 모니터링, 피크타임 야외 자제 권고 | [한파] 저체온증 위험 모니터링, 실내 대피 공간 운영, 동상 응급처치 키트 배치",기상특보 발령 또는 밀도 > 0.6 시 주의 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,강풍|폭염,2,0.0351,관찰,🔵,0.028,0.8973,0.0586,0.0441,순찰 요원 1명,"구급함, 무전기","일반 안전 순찰 60분 간격 유지 | 기상특보·예보 확인 | 방문객 밀도 추이 모니터링 | 비상 연락망 점검 | [폭염] 그늘·음용수 추가 배치, 열사병 집중 모니터링, 피크타임 야외 자제 권고 | [강풍] 낙하물 위험 구역 통제, 야외 구조물·천막 긴급 점검",기상특보 발령 또는 밀도 > 0.6 시 주의 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,야간|폭염,2,0.036,관찰,🔵,0.028,0.8002,0.1547,0.0451,순찰 요원 1명,"구급함, 무전기","일반 안전 순찰 60분 간격 유지 | 기상특보·예보 확인 | 방문객 밀도 추이 모니터링 | 비상 연락망 점검 | [폭염] 그늘·음용수 추가 배치, 열사병 집중 모니터링, 피크타임 야외 자제 권고 | [야간] 조명 확보 및 시야 불량 구역 안전선 설치, 야간 순찰 강화",기상특보 발령 또는 밀도 > 0.6 시 주의 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,폭염|피크타임,2,0.1197,주의,🟡,0.0969,0.9308,0.0382,0.031,예방 모니터 1명 + 대기 요원 1명,"구급함, 무전기, 음용수, 그늘막","예방 순찰 30분 간격 강화 | 응급 대응 장비 위치·작동 상태 점검 | 고위험 방문객 (노약자·어린이·임산부) 적극 모니터링 | 기상 변화·밀도 실시간 확인 | 대기 인력 현장 근접 배치 | [폭염] 그늘·음용수 추가 배치, 열사병 집중 모니터링, 피크타임 야외 자제 권고",이상 징후(쓰러짐·발열·외상) 발견 즉시 위험 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,우천|한파,2,0.0841,주의,🟡,0.0606,0.725,0.0655,0.2095,예방 모니터 1명 + 대기 요원 1명,"구급함, 무전기, 음용수, 그늘막","예방 순찰 30분 간격 강화 | 응급 대응 장비 위치·작동 상태 점검 | 고위험 방문객 (노약자·어린이·임산부) 적극 모니터링 | 기상 변화·밀도 실시간 확인 | 대기 인력 현장 근접 배치 | [우천] 미끄러짐 주의 안내, 낙뢰 위험 시설 대피, 우천 장비 점검 | [한파] 저체온증 위험 모니터링, 실내 대피 공간 운영, 동상 응급처치 키트 배치",이상 징후(쓰러짐·발열·외상) 발견 즉시 위험 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,강풍|우천,2,0.0775,주의,🟡,0.0606,0.863,0.0604,0.0767,예방 모니터 1명 + 대기 요원 1명,"구급함, 무전기, 음용수, 그늘막","예방 순찰 30분 간격 강화 | 응급 대응 장비 위치·작동 상태 점검 | 고위험 방문객 (노약자·어린이·임산부) 적극 모니터링 | 기상 변화·밀도 실시간 확인 | 대기 인력 현장 근접 배치 | [우천] 미끄러짐 주의 안내, 낙뢰 위험 시설 대피, 우천 장비 점검 | [강풍] 낙하물 위험 구역 통제, 야외 구조물·천막 긴급 점검",이상 징후(쓰러짐·발열·외상) 발견 즉시 위험 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,야간|우천,2,0.0902,주의,🟡,0.0606,0.4535,0.2986,0.2479,예방 모니터 1명 + 대기 요원 1명,"구급함, 무전기, 음용수, 그늘막","예방 순찰 30분 간격 강화 | 응급 대응 장비 위치·작동 상태 점검 | 고위험 방문객 (노약자·어린이·임산부) 적극 모니터링 | 기상 변화·밀도 실시간 확인 | 대기 인력 현장 근접 배치 | [우천] 미끄러짐 주의 안내, 낙뢰 위험 시설 대피, 우천 장비 점검 | [야간] 조명 확보 및 시야 불량 구역 안전선 설치, 야간 순찰 강화",이상 징후(쓰러짐·발열·외상) 발견 즉시 위험 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,우천|피크타임,2,0.081,주의,🟡,0.0606,0.7919,0.0608,0.1474,예방 모니터 1명 + 대기 요원 1명,"구급함, 무전기, 음용수, 그늘막","예방 순찰 30분 간격 강화 | 응급 대응 장비 위치·작동 상태 점검 | 고위험 방문객 (노약자·어린이·임산부) 적극 모니터링 | 기상 변화·밀도 실시간 확인 | 대기 인력 현장 근접 배치 | [우천] 미끄러짐 주의 안내, 낙뢰 위험 시설 대피, 우천 장비 점검",이상 징후(쓰러짐·발열·외상) 발견 즉시 위험 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,강풍|한파,2,0.0429,관찰,🔵,0.0336,0.8362,0.1058,0.058,순찰 요원 1명,"구급함, 무전기","일반 안전 순찰 60분 간격 유지 | 기상특보·예보 확인 | 방문객 밀도 추이 모니터링 | 비상 연락망 점검 | [한파] 저체온증 위험 모니터링, 실내 대피 공간 운영, 동상 응급처치 키트 배치 | [강풍] 낙하물 위험 구역 통제, 야외 구조물·천막 긴급 점검",기상특보 발령 또는 밀도 > 0.6 시 주의 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,야간|한파,2,0.0485,관찰,🔵,0.0336,0.3038,0.6245,0.0716,순찰 요원 1명,"구급함, 무전기","일반 안전 순찰 60분 간격 유지 | 기상특보·예보 확인 | 방문객 밀도 추이 모니터링 | 비상 연락망 점검 | [한파] 저체온증 위험 모니터링, 실내 대피 공간 운영, 동상 응급처치 키트 배치 | [야간] 조명 확보 및 시야 불량 구역 안전선 설치, 야간 순찰 강화",기상특보 발령 또는 밀도 > 0.6 시 주의 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,피크타임|한파,2,0.0432,관찰,🔵,0.0336,0.8322,0.098,0.0698,순찰 요원 1명,"구급함, 무전기","일반 안전 순찰 60분 간격 유지 | 기상특보·예보 확인 | 방문객 밀도 추이 모니터링 | 비상 연락망 점검 | [한파] 저체온증 위험 모니터링, 실내 대피 공간 운영, 동상 응급처치 키트 배치",기상특보 발령 또는 밀도 > 0.6 시 주의 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,강풍|야간,2,0.0841,주의,🟡,0.0606,0.3983,0.5886,0.0132,예방 모니터 1명 + 대기 요원 1명,"구급함, 무전기, 음용수, 그늘막","예방 순찰 30분 간격 강화 | 응급 대응 장비 위치·작동 상태 점검 | 고위험 방문객 (노약자·어린이·임산부) 적극 모니터링 | 기상 변화·밀도 실시간 확인 | 대기 인력 현장 근접 배치 | [강풍] 낙하물 위험 구역 통제, 야외 구조물·천막 긴급 점검 | [야간] 조명 확보 및 시야 불량 구역 안전선 설치, 야간 순찰 강화",이상 징후(쓰러짐·발열·외상) 발견 즉시 위험 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,강풍|피크타임,2,0.074,주의,🟡,0.0606,0.9545,0.0319,0.0136,예방 모니터 1명 + 대기 요원 1명,"구급함, 무전기, 음용수, 그늘막","예방 순찰 30분 간격 강화 | 응급 대응 장비 위치·작동 상태 점검 | 고위험 방문객 (노약자·어린이·임산부) 적극 모니터링 | 기상 변화·밀도 실시간 확인 | 대기 인력 현장 근접 배치 | [강풍] 낙하물 위험 구역 통제, 야외 구조물·천막 긴급 점검",이상 징후(쓰러짐·발열·외상) 발견 즉시 위험 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,야간|피크타임,2,0.085,주의,🟡,0.0606,0.3717,0.6004,0.0278,예방 모니터 1명 + 대기 요원 1명,"구급함, 무전기, 음용수, 그늘막","예방 순찰 30분 간격 강화 | 응급 대응 장비 위치·작동 상태 점검 | 고위험 방문객 (노약자·어린이·임산부) 적극 모니터링 | 기상 변화·밀도 실시간 확인 | 대기 인력 현장 근접 배치 | [야간] 조명 확보 및 시야 불량 구역 안전선 설치, 야간 순찰 강화",이상 징후(쓰러짐·발열·외상) 발견 즉시 위험 단계 상향,체험장 — 활동 중 외상·골절 주의
F04,체험텃밭,혼잡,우천|폭염|한파,3,0.0384,관찰,🔵,0.028,0.7552,0.0513,0.1935,순찰 요원 1명,"구급함, 무전기","일반 안전 순찰 60분 간격 유지 | 기상특보·예보 확인 | 방문객 밀도 추이 모니터링 | 비상 연락망 점검 | [폭염] 그늘·음용수 추가 배치, 열사병 집중 모니터링, 피크타임 야외 자제 권고 | [우천] 미끄러짐 주의 안내, 낙뢰 위험 시설 대피, 우천 장비 점검 | [한파] 저체온증 위험 모니터링, 실내 대피 공간 운영, 동상 응급처치 키트 배치",기상특보 발령 또는 밀도 > 0.6 시 주의 단계 상향,체험장 — 활동 중 외상·골절 주의
